concept_a,concept_b,source_syllabus,order_delta,ai_suggested_label,reason,embedding_similarity,keyword_overlap
Functions ofSquare Matrix,Theorem to evaluate realintegrations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.0648,0.0
Functions ofSquare Matrix,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.159,0.0
Quadratic forms,Theorem to evaluate realintegrations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.0368,0.0
Quadratic forms,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.0334,0.0
Theorem to evaluate realintegrations,Inverse of Transform by Binomial,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.0278,0.0
System calls with examples for different OS,Selection of Scheduling,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.1234,0.0
System calls with examples for different OS,Algorithms  for  different  situations,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.2163,0.2222
System calls with examples for different OS,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.1898,0.0
System calls with examples for different OS,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.1009,0.0
System calls with examples for different OS,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.4898,0.25
Selection of Scheduling,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.2926,0.0
Selection of Scheduling,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.1203,0.2
Selection of Scheduling,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.2145,0.1
Algorithms  for  different  situations,Real-time,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.340,0.3399,0.0
Algorithms  for  different  situations,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.2304,0.0
Algorithms  for  different  situations,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.2194,0.2
Real-time,Implementation of Page,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.1423,0.0
Real-time,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.2171,0.0
Implementation of Page,Features of I/O facility for different OS,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.1487,0.1
Structure of a switch,Space Division Switching,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.313,0.3131,0.0
Structure of a switch,Data Link Layer Data Link Control:  Framing ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.1193,0.0
Structure of a switch,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.272,0.0
Structure of a switch,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.0783,0.0
Structure of a switch,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.1327,0.0
Structure of a switch,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.0427,0.0
Structure of a switch,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,0.0511,0.0
Structure of a switch,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,0.1167,0.0
Structure of a switch,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,-0.0133,0.0
Structure of a switch,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,0.0682,0.0
Structure of a switch,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,0.2657,0.0
Structure of a switch,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,12,0,Insufficient signal,0.1952,0.0
Structure of a switch,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,13,0,Insufficient signal,0.0047,0.0
Structure of a switch,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,14,0,Insufficient signal,0.0091,0.0
Space Division Switching,Data Link Layer Data Link Control:  Framing ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.147,0.0
Space Division Switching,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.2066,0.0
Space Division Switching,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.1672,0.0
Space Division Switching,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.1945,0.0
Space Division Switching,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.0481,0.0
Space Division Switching,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.1059,0.0
Space Division Switching,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,0.2054,0.0
Space Division Switching,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,0.0431,0.0
Space Division Switching,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,0.0805,0.0
Space Division Switching,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,0.0648,0.0
Space Division Switching,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,0.1628,0.0
Space Division Switching,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,12,0,Insufficient signal,0.0242,0.0
Space Division Switching,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,13,0,Insufficient signal,0.014,0.0
Space Division Switching,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,14,0,Insufficient signal,0.1212,0.0
Data Link Layer Data Link Control:  Framing ,Linear Block Code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.1546,0.0
Data Link Layer Data Link Control:  Framing ,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.11,0.0
Data Link Layer Data Link Control:  Framing ,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.3241,0.1111
Data Link Layer Data Link Control:  Framing ,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.1257,0.1
Data Link Layer Data Link Control:  Framing ,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,-0.0347,0.0
Data Link Layer Data Link Control:  Framing ,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.3796,0.1429
Data Link Layer Data Link Control:  Framing ,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,0.1417,0.0
Data Link Layer Data Link Control:  Framing ,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,0.1248,0.0
Data Link Layer Data Link Control:  Framing ,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,0.5324,0.3333
Data Link Layer Data Link Control:  Framing ,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,0.251,0.0
Data Link Layer Data Link Control:  Framing ,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,0.0323,0.0
Data Link Layer Data Link Control:  Framing ,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,12,0,Insufficient signal,0.2889,0.0
Data Link Layer Data Link Control:  Framing ,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,13,0,Insufficient signal,0.0815,0.0
Linear Block Code,CRC code,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.398,0.3981,0.25
Linear Block Code,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.1731,0.0
Linear Block Code,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.0706,0.0
Linear Block Code,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.0246,0.0
Linear Block Code,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.1435,0.0
Linear Block Code,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.1022,0.0
Linear Block Code,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,0.1013,0.0
Linear Block Code,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,0.2449,0.0
Linear Block Code,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,0.0926,0.0
Linear Block Code,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,-0.0409,0.0
Linear Block Code,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,0.1087,0.0
Linear Block Code,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,12,0,Insufficient signal,0.0491,0.0
CRC code,Flow Control: Stop-and-Wait Flow Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.1772,0.0
CRC code,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.1052,0.0
CRC code,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.1025,0.0
CRC code,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.1827,0.0
CRC code,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.182,0.0
CRC code,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.1622,0.0
CRC code,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,0.1388,0.0
CRC code,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,-0.013,0.0
CRC code,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,0.0648,0.0
CRC code,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,0.2231,0.0
CRC code,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,11,0,Insufficient signal,0.1103,0.0
Flow Control: Stop-and-Wait Flow Control,Error Control: Stop-and-Wait ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,sim=0.576>=0.55 + delta=1<=5,0.5758,0.5714
Flow Control: Stop-and-Wait Flow Control,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.1993,0.0
Flow Control: Stop-and-Wait Flow Control,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.3332,0.1429
Flow Control: Stop-and-Wait Flow Control,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.1675,0.0
Flow Control: Stop-and-Wait Flow Control,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.1147,0.0
Flow Control: Stop-and-Wait Flow Control,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.1342,0.0
Flow Control: Stop-and-Wait Flow Control,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,0.0389,0.0
Flow Control: Stop-and-Wait Flow Control,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,0.0248,0.0
Flow Control: Stop-and-Wait Flow Control,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,0.1468,0.0
Flow Control: Stop-and-Wait Flow Control,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,10,0,Insufficient signal,0.0159,0.0
Error Control: Stop-and-Wait ARQ,Go-Back-N ARQ,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.405,0.4047,0.1111
Error Control: Stop-and-Wait ARQ,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.1437,0.125
Error Control: Stop-and-Wait ARQ,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.0597,0.0
Error Control: Stop-and-Wait ARQ,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.1215,0.0
Error Control: Stop-and-Wait ARQ,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.0152,0.0
Error Control: Stop-and-Wait ARQ,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.0322,0.0
Error Control: Stop-and-Wait ARQ,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,-0.0352,0.0
Error Control: Stop-and-Wait ARQ,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,0.0972,0.0
Error Control: Stop-and-Wait ARQ,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,9,0,Insufficient signal,-0.029,0.0
Go-Back-N ARQ,Medium Access Control,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.0127,0.0
Go-Back-N ARQ,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.0243,0.0
Go-Back-N ARQ,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.1204,0.0
Go-Back-N ARQ,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.0544,0.0
Go-Back-N ARQ,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.0783,0.0
Go-Back-N ARQ,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.0588,0.0
Go-Back-N ARQ,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,0.0549,0.0
Go-Back-N ARQ,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,8,0,Insufficient signal,-0.0285,0.0
Medium Access Control,Scheduled Access (Reservation,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.327,0.3272,0.2
Medium Access Control,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,1,Adjacent same-course topics: delta=2 + sim=0.376,0.3759,0.2
Medium Access Control,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.2033,0.0
Medium Access Control,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.1796,0.0
Medium Access Control,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.0534,0.0
Medium Access Control,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.3793,0.0
Medium Access Control,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,7,0,Insufficient signal,0.2109,0.0
Scheduled Access (Reservation,Random Access (ALOHA,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,1,Adjacent same-course topics: delta=1 + sim=0.336,0.3361,0.2
Scheduled Access (Reservation,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.0827,0.0
Scheduled Access (Reservation,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,-0.0131,0.0
Scheduled Access (Reservation,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.0017,0.0
Scheduled Access (Reservation,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.2023,0.0
Scheduled Access (Reservation,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,6,0,Insufficient signal,0.081,0.0
Random Access (ALOHA,Link Layer Addressing,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.1511,0.0
Random Access (ALOHA,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.0177,0.0
Random Access (ALOHA,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.1092,0.0
Random Access (ALOHA,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.1372,0.0
Random Access (ALOHA,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,5,0,Insufficient signal,0.1452,0.0
Link Layer Addressing,10-Gigabit Ethernet,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.2799,0.0
Link Layer Addressing,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.023,0.0
Link Layer Addressing,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.224,0.0
Link Layer Addressing,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,4,0,Insufficient signal,0.188,0.0
10-Gigabit Ethernet,Self-Study Topics,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,-0.0263,0.0
10-Gigabit Ethernet,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,0.0984,0.0
10-Gigabit Ethernet,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,3,0,Insufficient signal,0.3096,0.0
Self-Study Topics,HDLC Protocol,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,-0.0453,0.0
Self-Study Topics,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,2,0,Insufficient signal,-0.0155,0.0
HDLC Protocol,IEEE 802.11 Wireless LAN,6.34-N-B.E.-Information-Technology-Sem-III-IV.pdf,1,0,Insufficient signal,0.16,0.0
Cayley-Hamilton,Similarity of matrices,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.2718,0.0
Cayley-Hamilton,Quadratic forms,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.1908,0.0
Cayley-Hamilton,Linear and Non-Linear Programming Problems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,-0.0703,0.0
Cayley-Hamilton,Types of solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.0693,0.0
Cayley-Hamilton,Standard and Canonical of LPP,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.1027,0.0
Cayley-Hamilton,Basic and Feasible solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.0012,0.0
Cayley-Hamilton,Simplex method,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.0414,0.0
Cayley-Hamilton,Artificial variables,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0767,0.0
Cayley-Hamilton,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.0109,0.0
Cayley-Hamilton,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.1471,0.0
Cayley-Hamilton,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,0.2145,0.0
Cayley-Hamilton,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,12,0,Insufficient signal,0.0894,0.0
Cayley-Hamilton,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,13,0,Insufficient signal,-0.0433,0.0
Cayley-Hamilton,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,14,0,Insufficient signal,0.1868,0.0
Similarity of matrices,Quadratic forms,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.1835,0.0
Similarity of matrices,Linear and Non-Linear Programming Problems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.0555,0.0
Similarity of matrices,Types of solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.0718,0.2
Similarity of matrices,Standard and Canonical of LPP,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.0275,0.1429
Similarity of matrices,Basic and Feasible solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.057,0.0
Similarity of matrices,Simplex method,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.0153,0.0
Similarity of matrices,Artificial variables,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,-0.0045,0.0
Similarity of matrices,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.0595,0.0
Similarity of matrices,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.0499,0.0
Similarity of matrices,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.1671,0.0
Similarity of matrices,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,0.0755,0.1429
Similarity of matrices,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,12,0,Insufficient signal,-0.0128,0.0
Similarity of matrices,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,13,0,Insufficient signal,0.0009,0.1667
Similarity of matrices,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,14,0,Insufficient signal,-0.0637,0.1111
Quadratic forms,Linear and Non-Linear Programming Problems,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.161,0.0
Quadratic forms,Types of solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,0,Insufficient signal,0.2615,0.0
Quadratic forms,Standard and Canonical of LPP,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,0,Insufficient signal,0.1094,0.0
Quadratic forms,Basic and Feasible solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.226,0.0
Quadratic forms,Simplex method,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.1793,0.0
Quadratic forms,Artificial variables,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,6,0,Insufficient signal,0.1713,0.0
Quadratic forms,Kuhn-Tucker conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,7,0,Insufficient signal,0.2002,0.0
Quadratic forms,Introduction to Congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,8,0,Insufficient signal,0.2168,0.0
Quadratic forms,Linear congruence,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,9,0,Insufficient signal,0.2821,0.0
Quadratic forms,Application of congruence-RSA algorithm,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,10,0,Insufficient signal,0.1161,0.0
Quadratic forms,Dirichlet’s conditions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,11,0,Insufficient signal,0.1331,0.0
Quadratic forms,Fourier series of periodic,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,12,0,Insufficient signal,0.0328,0.0
Quadratic forms,Fourier series of even and odd functions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,13,0,Insufficient signal,0.0468,0.0
Quadratic forms,Complex form of Fourier Series,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,14,0,Insufficient signal,0.1998,0.0
Linear and Non-Linear Programming Problems,Types of solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,1,0,Insufficient signal,0.2528,0.0
Linear and Non-Linear Programming Problems,Standard and Canonical of LPP,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,2,1,Insufficient signal,0.2497,0.1111
Linear and Non-Linear Programming Problems,Basic and Feasible solutions,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,3,1,sim=0.575>=0.55 + delta=3<=5,0.575,0.125
Linear and Non-Linear Programming Problems,Simplex method,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,4,0,Insufficient signal,0.2234,0.0
Linear and Non-Linear Programming Problems,Artificial variables,6.39-N-B.E.-Data-Science-Sem-III-IV.pdf,5,0,Insufficient signal,0.3948,0.0
